Simulasi_1,Simulasi_2,Simulasi_3,Simulasi_4
0.9972143800658209,1.0210796470504007,1.0782425402541798,1.0300572572593336
0.9940979291084358,1.0240358917228316,1.1104478837850515,1.094378218307286
1.0123574702426184,1.0088219833050307,1.1788760029421252,0.9871601913966842
0.9627061663327285,1.0648958014637384,1.0192228773335565,1.0279116408475448
1.0228049231777128,1.1351299407457078,1.0744461141590826,1.1001451643639677
1.0021488049106162,1.0972424412902482,1.143998767356766,0.9783998984822556
1.0325480603296509,1.056515323402343,1.1138775558441296,1.0746122635409208
0.9873745030014035,1.1531501858948736,1.1212060636357406,1.057029111702594
0.9345698877719866,1.091474857167717,1.1551134056835508,1.0334021611555446
0.9993427092163559,1.1032248788714658,1.0483772239833073,0.9665938106141431
1.0023786631278557,0.9887461103550852,1.117032410866312,0.9387574785362567
1.023756598955187,1.1121280660436361,1.089895197198413,1.0415636714304153
0.9923289180573764,1.0505367358557534,1.1051972479410959,0.9979717095596715
0.9747153711933063,1.1103589732075796,1.0952381818835293,1.0210933130381916
0.9646997434442509,1.0901611236888014,1.1443469374184088,0.9818718643567068
1.0391511841885968,0.9992902108213079,1.0860319375800294,1.0262039464914312
1.0308671210252283,1.064933312594104,1.0923911837534699,0.9966440747763929
0.9869791846708595,0.9731379689797783,1.1535204087826474,1.064008169981887
0.984241382404196,1.0821688584212934,1.1868846588948625,1.0036157139835193
1.0467392902635513,1.1291501184783697,1.1586560523900302,0.9807183768578577
1.0471235658267721,1.051199248283615,1.1177131162028822,1.0334517323097727
1.0105050009487013,1.036099025470628,1.154685041344265,1.039854564628924
1.0305997300909668,1.0122262957806913,1.0825580990858086,1.0479167424925424
1.0324083938829292,1.1036657190258607,1.1822836980546214,1.003474161654982
1.0352708303657043,1.0152986902727328,1.1384908576647192,1.0595010817359598
1.0041937660107774,1.119486264639138,1.149770658756553,1.040093211535137
1.011319948342392,1.111694860932635,1.1923994695110738,1.0239804036163709
1.0122037150622962,1.1183536884126215,1.078403810016653,1.0198824654625198
1.0460020513274402,1.1169984323514413,1.0450442215679199,1.0411409943954026
1.0176683599463092,1.0125719052683002,1.155205236799409,1.0404815497406132
0.981872136017907,1.0063718856775814,1.1995666544712729,0.9629748783253576
1.014834204816911,1.1475162503105583,1.136746787513226,0.952440298759314
0.9739260875048339,1.0761751859743323,1.0290668348247054,1.0298921669284358
0.9950898791286991,1.0988642836475813,1.0985729027026592,0.9768335768889804
0.9698940240469298,1.106163203450362,1.0300641166182818,1.0112689220206348
1.0234858191665936,1.014221506637999,1.0692038376598478,1.0336098343488753
0.9784257504790581,1.0030568493537284,1.0678570413176702,0.9133662364604817
1.0225233828018614,1.1066353753758829,1.1032644120429602,1.0836916344431813
0.9929719834415052,1.0615550275904064,1.1276259079416686,1.0195018321756117
0.9464318163919545,1.074245105972732,1.1434397714824314,0.9898771285402365
0.997675601964036,1.0502636227782252,1.0764622233746173,0.9771656964379032
1.017069342219676,1.0217559273234846,1.0780688493825399,0.9861885514856965
1.0135839450083601,0.9495841222176473,1.0579805516183225,0.9941562590166303
1.0146117796242424,1.107829128664122,0.9719582987938807,0.9686365966456336
0.9906594765876949,1.0154904860193978,0.9729181481987921,1.0707834842561001
1.0484430290924833,0.9700048719876027,1.1887927829037281,1.0424673286064805
1.0340108621377788,1.0069669912608732,1.0145331059018525,0.9744337970139492
1.0022925873254322,1.0662676012410404,1.0545966126867015,1.0586349341526815
1.013936485573491,1.0726183502514623,1.1528613949360536,1.0175771972188428
0.9574461057105831,0.9965358135769856,1.0589649411684605,0.99487913897866
1.021813617105996,1.1330759233842493,1.1443983401380389,1.0184296141438647
1.0409167752371256,1.0779733717328386,1.0264368863123634,1.0026320775894333
0.9794654200896655,1.1404093784435017,1.0965476214312726,1.0325058271228635
1.040532740017008,1.0475873756758718,1.1057350307202398,0.9445181960829899
1.01844488658694,0.978852433863287,1.1158513462131974,0.9912819191345491
1.0192283562092652,1.0221809193501759,1.1417281344770691,1.0493959690884676
0.9893589922218625,0.9788350212921569,1.0954294319771096,1.0337808791151935
1.0090477882299285,1.1072092968699452,1.0847585689790011,0.9773544321698084
1.0197200214693776,1.1108204017755081,1.0301908923374812,1.0037802672708862
1.0424124824852754,1.1752029657589422,1.2196955482778489,1.0255530745504946
1.0146164551193941,1.161680535006877,1.0898861875449621,1.0416768087007253
0.9825357859422835,1.0696667890976617,1.14137157339043,0.977953088927265
1.0074489325390643,1.088681388985207,1.0636376131341392,0.9247833456536865
0.9607421604261924,1.0007714539978596,1.1869523951439471,1.0627868475422688
0.9806205736724308,0.9772127019144726,1.0954923771755896,1.0379647704688617
1.0168284397967426,1.049572780005519,1.1113203011705317,0.9876941619294094
0.9958154669335423,1.0237476223537616,1.1525313437128564,0.9870343066495042
0.9977575906826681,1.0409887992322893,1.1586053542097938,1.0044267764465586
0.9978934022612871,1.1239076948177675,1.0695840982385607,0.9965642956021108
0.9792455358427461,1.0950012615457996,1.1772132042156118,1.052784010499108
0.9836648235038249,1.0896473772408048,1.1393423279031563,0.9761615860205554
0.9700208999949165,1.0551063950480728,1.248820413436158,1.0658928214131147
0.9979426972425129,1.0083358191863918,1.204890038903577,1.0416631536800574
1.0163909315485422,1.0903758459881492,1.1133923648055872,1.0106366032520344
0.9892087643700226,1.0678530355162015,1.0394576301701093,0.9510620285612725
0.9906432556728502,1.0164354208033854,1.050369350096502,1.0323960745791738
0.9505314006452859,1.132055419782688,1.0316862045001953,1.0734701328814853
0.9769863151162615,1.0668156768579462,1.138825747546303,0.9621208601306901
0.9944755869826404,1.1133260921279604,1.1370236828073526,1.013558929940834
0.9857203822477881,1.09534555973481,1.0518735535161607,1.0180293278424775
0.983678781552585,1.0551827508693523,1.1133546030241597,1.055309107822167
0.9763996061678093,1.0533963993280073,1.099327501244088,1.0393929352812463
0.9900175150860395,1.0158263107035759,1.1646263135904769,0.9386092205933355
1.0122266027201836,1.0647174587635657,1.1008321431452943,1.0337586642308163
0.954945018614014,1.0726352137902748,1.0006386546007837,1.0836153187848783
0.9815149653827537,0.9991823488265787,1.1283745115167427,1.0188113008630388
0.9980355816865899,1.0878605314135827,1.0383057111046088,1.0865397810906297
1.0506865044375266,1.046309391497266,1.1467750814977262,1.0548400988873987
0.9935196075006786,1.021939440351177,1.126749526988614,1.0450340593707477
1.0195111955669458,1.0319053754727956,1.0157396527216942,1.0820085874147718
1.0048217465103435,1.0674622183009768,1.060545592109567,1.0665953495509748
1.0291863970163693,0.9987922119652328,1.1005574302691556,1.0030916431883652
0.9971094426413408,1.0372202098262822,1.024551635009439,1.0196135077523127
1.006297371525736,1.0218399743538626,1.0623236553792805,1.0328020394531525
1.0326612317489325,1.1279264890381366,1.139881853656726,1.0393864178558316
1.0223732776722092,1.0892478282459912,1.1611825290091145,1.0447376940587398
1.0376824477024784,1.0145666800730173,1.0719864523085019,1.0517441184399607
0.9988657361334227,1.053655856706353,1.049316752194959,0.9770571569701831
1.023332156219106,1.0207905083022684,1.05659995885205,1.0306317766939295
1.0245307126709204,1.152581154661833,1.0029016589609543,0.988240000547233
